关键词,店铺名称,地理位置,产品名称,产品价格,付款人数,商品ID,浏览停留时间(min),同类商品浏览次数,评论数,收藏数
电炒锅,迈达斯电器专营店,浙江金华,电炒锅多功能电炒菜炒锅一体式电煮锅家用电炒祸麦饭石插电不粘锅,138,2175人付款,5.74762E+11,10,19,1041,6298
电炒锅,长虹德闻专卖店,浙江杭州,长虹多功能电炒锅电热火锅锅家用电锅学生蒸煮宿舍饭烧烤一体锅,99,1.0万+人付款,5.79433E+11,6,13,1106,6989
电炒锅,苏宁易购官方旗舰店,广东佛山,电煮锅宿舍学生炒菜炒锅多功能锅家用一体式小型煮面电热火锅288,109,1194人付款,6.52114E+11,4,6,4359,1485
电炒锅,郝特家居用品,上海,象印家用多功能电热火锅PVH30C大容量4~5人火锅多用电锅煎烤蒸煮,998,104人付款,6.43898E+11,1,2,3392,2047
电炒锅,小熊电器官方旗舰店,湖南衡阳,小熊电煮锅分体式小电锅多功能蒸煮炒煎宿舍学生锅小火锅家用小型,379,235人付款,6.15568E+11,4,2,796,7689
电炒锅,摩动旗舰店,广东中山,摩动电煮锅火锅锅家用多功能一体炒锅学生宿舍煮面小型迷你小电锅,139,1737人付款,6.31101E+11,3,5,2876,1196
电炒锅,美的天天购专卖店,山东青岛,美的电炒锅电蒸锅多功能一体家用电热火锅电炒菜炒锅蒸煮炒煎宿舍,309,445人付款,6.41752E+11,10,2,1379,2330
电炒锅,美的生活电器旗舰店,安徽芜湖,美的电炒锅宿舍学生多功能锅家用电煮锅炒菜火锅蒸煮面小型一体式,149,358人付款,6.51052E+11,13,1,2332,7317
电炒锅,美的好客专卖店,安徽芜湖,美的电火锅家用电热锅电煮锅炒菜一体锅电炒锅可分体式多功能电锅,129,1171人付款,6.18217E+11,9,6,1196,5432
电炒锅,九阳华深专卖店,浙江杭州,九阳电火锅锅家用电煮锅宿舍学生锅多功能一体锅电热锅炒菜电蒸锅,169,788人付款,6.30114E+11,14,11,2093,1159
电炒锅,渔_家_水_街,浙江杭州,苏泊尔多功能料理锅家用煎煮一体锅电烧烤肉锅网红锅电煮锅电火锅,209,477人付款,6.09332E+11,4,11,3125,2579
电炒锅,美菱俊楷专卖店,浙江金华,美菱宿舍电煮锅蒸煮一体迷你电热锅家用多功能火锅学生煮面小电锅,69,2582人付款,6.44854E+11,13,19,3939,4358
电炒锅,邓田田7007,上海,小米有品电热火锅小型电煮锅学生宿舍家用多功能一体电蒸锅1-2人,99,1194人付款,6.45679E+11,12,11,3801,60
电炒锅,小浣熊凯莱茵专卖店,广东中山,小浣熊宿舍学生多功能家用电煮锅小型单人小锅炒锅1人2迷你小电锅,59.9,867人付款,5.88912E+11,3,8,4093,7274
电炒锅,天天特卖工厂店,浙江杭州,电煮锅多功能一体小锅家用小型电热火锅宿舍煮面蒸炒煎学生小电锅,39.8,2634人付款,6.50289E+11,9,9,4943,2884
电炒锅,小浣熊电器旗舰店,广东中山,小浣熊宿舍学生电煮锅1人2多功能家用迷你小型功率寝室小锅小电锅,49.9,966人付款,38024764387,13,0,4237,3275
电炒锅,苏泊尔生活电器旗舰店,浙江杭州,苏泊尔多功能电煮锅宿舍学生锅小电锅火锅家用炒菜蒸煮一体小型锅,309,152人付款,6.36462E+11,0,7,339,7994
电炒锅,美菱酷玛专卖店,浙江金华,美菱电煮锅宿舍学生小型迷你电锅一体多功能家用寝室煮面电热火锅,59,3408人付款,6.4543E+11,1,11,2568,1227
电炒锅,cpc才,广东潮州,电煮锅宿舍学生锅小锅多功能寝室家用一体迷你小型火锅煮面小电锅,49.9,2717人付款,6.49991E+11,6,0,2501,3205
电炒锅,小南瓜电器旗舰店,广东中山,小南瓜电煮锅宿舍学生锅多功能小电锅小功率一体电热火锅煮面家用,39.9,973人付款,5.85294E+11,6,6,771,6644
电炒锅,舒铂康旗舰店,浙江金华,多功能电炒锅电热火锅锅家用电锅学生宿舍炒菜蒸煮饭烧烤一体锅,49.9,1415人付款,6.09523E+11,8,4,2527,4388
电炒锅,小熊盛通专卖店,浙江杭州,小熊电煮锅多功能家用宿舍学生锅煮面电热火锅蒸煮炒一体锅小电锅,59,1285人付款,6.51328E+11,0,16,433,7236
电炒锅,格芳韵旗舰店,山东滨州,不粘锅电炒锅家用定时多功能电热锅电火锅煮饭蒸炖一体式插电炒菜,128,776人付款,6.40173E+11,9,6,4522,5856
电炒锅,supor苏泊尔兆洪专卖店,上海,苏泊尔电炒锅电火火锅锅家用多功能电煮锅电热锅插电一体电锅宿舍,209,254人付款,6.07065E+11,9,1,3370,4441
电炒锅,sunchance电器旗舰店,广东深圳,多功能学生宿舍电煮锅分体式电锅寝室小型迷你泡面锅分离式一人食,99,1063人付款,6.50353E+11,8,17,3904,4496
电炒锅,bbkzhangweiquan,山东淄博,多星锅官方旗舰店品牌正品电热锅山东多星电火锅多功能电炒锅电锅,288,202人付款,6.18254E+11,9,9,1265,3570
电炒锅,九阳官方旗舰店,浙江杭州,九阳家用电火锅6L多功能韩式电炒锅烧烤锅电热锅煎锅煮锅45H02,149,153人付款,5.87996E+11,2,15,3409,5061
电炒锅,九阳官方旗舰店,浙江杭州,九阳鸳鸯电火锅5L家用多功能电热锅电煮锅炒锅炒菜不粘一体锅G511,169,220人付款,6.27435E+11,6,2,1140,6018
电炒锅,tb42152330,浙江杭州,家用多功能电炒锅电热锅电火锅小电锅学生宿舍炒菜蒸炒煮饭一体锅,39.9,1205人付款,6.16319E+11,11,9,482,2640
电炒锅,soikoi旗舰店,浙江宁波,日本soikoi电煮锅多功能家用分体式学生宿舍小型电热火锅蒸煮炒锅,298,525人付款,6.46922E+11,8,5,2072,2547
电炒锅,菩提树15865336188,山东淄博,电炒锅多功能家用铸铁炒菜不粘锅蒸炖炸一体式煮饭电热锅带笼两用,138,821人付款,5.83722E+11,14,12,2792,518
电炒锅,gm格美电器,广东广州,小米有品电煮锅宿舍多功能学生家用小型一体小电锅电热火锅煮面锅,89,1290人付款,6.44112E+11,1,19,2716,6126
电炒锅,谭师傅旗舰店,山东滨州,电锅多功能家用大容量电热锅炒菜一体电炒锅电蒸锅不锈钢电煮锅,80,1418人付款,6.09664E+11,14,5,3602,5055
电炒锅,奥克斯美丽生活专卖店,浙江金华,奥克斯鸳鸯电火火锅锅家用多功能宿舍电炒菜炒锅电热煮烧烤一体锅,99,954人付款,6.27668E+11,14,4,3841,141
电炒锅,sodayylian企业店,浙江金华,电炒菜炒锅一体式多功能家用麦饭石不粘锅宿舍学生锅电煮火锅无烟,108,612人付款,6.49569E+11,0,13,209,547
电炒锅,商用厨电世家,广东中山,展丽海鲜蒸汽锅家用多功能电蒸锅智能蒸汽火锅桑拿锅大容量网红锅,1280,63人付款,6.17319E+11,2,19,3593,1048
电炒锅,苏宁易购官方旗舰店,广东中山,荣事达42电炒锅家用铸铁一体电炒菜炒锅多功能电煮锅电热火锅电锅,219,374人付款,6.4632E+11,12,6,3604,5618
电炒锅,臻米旗舰店,广东佛山,臻米智能自动升降电火锅锅家用多功能一体锅电热锅电煮锅插电,399,210人付款,6.10863E+11,10,15,1114,4842
电炒锅,美苏电器旗舰,广东中山,美苏折叠锅便携出差用旅行电煮锅小型多功能蒸煮煎炒电火锅分体式,299,374人付款,6.02942E+11,8,3,2039,4450
电炒锅,格芳韵旗舰店,山东滨州,电锅商用铸铁锅特大容量食堂工地电炒锅多功能电热锅炒菜家用一体,145,273人付款,6.44152E+11,9,5,893,3803
电炒锅,苏泊尔淘乐美专卖店,上海,苏泊尔电热火锅锅分体式家用电煮锅炒菜锅一体多功能煎炒蒸涮煮烤,409,310人付款,6.39237E+11,2,4,1472,2130
电炒锅,薄荷糖网购,浙江金华,多功能电热锅家用电炒锅韩式电火锅不粘锅宿舍炒菜煮饭烤鱼小电锅,39.9,1790人付款,6.28246E+11,10,9,631,3565
电炒锅,懒人家居生活购物,浙江金华,电炒锅多功能家用电炒菜炒锅一体式不粘锅宿舍插电大功率爆炒电锅,108,2013人付款,6.41116E+11,1,17,285,503
电炒锅,迈达斯电器专营店,浙江金华,电炒锅多功能电炒菜炒锅一体式电煮锅家用电炒祸麦饭石插电不粘锅,138,2175人付款,5.74762E+11,7,9,4976,1426
电炒锅,长虹德闻专卖店,浙江杭州,长虹多功能电炒锅电热火锅锅家用电锅学生蒸煮宿舍饭烧烤一体锅,99,1.0万+人付款,5.79433E+11,9,9,4893,3953
电炒锅,olayks旗舰店,广东中山,olayks出口原款电热火锅宿舍学生多功能家用小型煮面小电锅一体锅,129,1399人付款,6.13115E+11,4,19,792,7610
电炒锅,苏泊尔厨房电器旗舰店,上海,苏泊尔电炒锅家用多功能炒菜一体式电火火锅宿舍学生锅蒸煮电煮锅,209,495人付款,6.33485E+11,8,8,3488,6174
电炒锅,苏泊尔官方旗舰店,上海,苏泊尔电蒸锅YK807多功能家用大容量三层蒸锅蒸笼蒸菜火锅正品,259,230人付款,45077636469,12,6,1977,5130
电炒锅,苏泊尔官方旗舰店,上海,苏泊尔电煮锅宿舍学生锅多功能小电锅小功率家用电热火锅煮面神器,89,964人付款,6.37728E+11,5,16,3874,6424
电炒锅,苏泊尔厨房电器旗舰店,上海,苏泊尔电煮锅鸳鸯电火锅锅多功能一体锅家用分体式电锅宿舍学生锅,409,140人付款,6.47713E+11,4,0,4294,4772
电炒锅,小熊电器官方旗舰店,湖南衡阳,小熊电火锅锅家用多功能一体锅电炒锅炒菜宿舍电锅小型电煮锅煎锅,189,198人付款,5.85172E+11,9,16,895,4361
电炒锅,苏泊尔淘乐美专卖店,上海,苏泊尔电火锅锅家用多功能一体料理锅分体式电锅4.5L烧烤蒸煮炒锅,309,283人付款,6.42371E+11,8,13,2436,1480
电炒锅,九阳官方旗舰店,浙江杭州,九阳电火锅3L家用多功能炒菜麦饭石锅电煮锅宿舍大容量蒸锅G113,129,284人付款,6.26735E+11,10,9,877,4704
电炒锅,九阳官方旗舰店,浙江杭州,九阳火锅电煮锅热宿舍学生多功能家用一体煮面寝室不锈钢锅迷你,89,377人付款,6.10759E+11,6,15,4573,2152
电炒锅,小熊电器官方旗舰店,广东广州,小熊电煮锅家用多功能蒸煮一体锅煮面锅小电锅宿舍锅电热锅电煮锅,179,181人付款,6.50052E+11,8,2,4016,898
电炒锅,炊爽爽旗舰店,浙江金华,电炒菜炒锅一体式多功能不粘锅家用电锅宿舍插电炒菜移动电子锅,128,505人付款,6.28389E+11,8,9,2034,4323
电炒锅,美的萌潮专卖店,安徽芜湖,美的电炒锅家用多功能炒菜炒锅宿舍学生电煮面火锅小型蒸炖一体式,59,787人付款,6.43452E+11,7,15,438,2267
电炒锅,supor苏泊尔惠林专卖店,陕西西安,苏泊尔电热锅电火火锅家用多功能一体炒菜不粘锅蒸煮煎烤锅大容量,149,105人付款,6.39443E+11,7,3,4502,6163
电炒锅,tao80231,山东淄博,商用电热锅大锅灶电锅大型锅工地食堂大功率一体式饭店电炒菜炒锅,1100,123人付款,6.46408E+11,14,19,3597,4992
电炒锅,bearos北球光辉专卖店,广东中山,猛火3500W电炒锅家用分体式电用炒菜锅多功能蒸煮一体电火火锅炉,119,439人付款,6.17728E+11,10,13,4502,3724
电炒锅,ferris品牌自营店,广东深圳,小米有品电煮锅多功能一体锅家用宿舍煮面小电锅小型蒸煮电热火锅,129,1682人付款,6.39906E+11,11,11,621,2837
电炒锅,昌星电器旗舰店,山东淄博,电炒锅家用多功能电热锅电炒菜炒锅一体式电锅蒸煮炖铸铁锅不粘锅,138,564人付款,6.4801E+11,7,5,953,337
电炒锅,阳光小猪旗舰店,广东潮州,电火锅多功能电煮锅家用小电锅学生宿舍煮面锅小型蒸煮煎炒一体锅,29.9,3330人付款,6.33446E+11,14,12,4508,6077
电炒锅,利仁电器旗舰店,北京,利仁电火锅锅家用电煮锅电炒锅多功能一体锅电锅电炒菜炒锅电热锅,119,190人付款,5.403E+11,10,11,200,5231
电炒锅,tb18547680,浙江金华,韩国乌龟锅火锅烤肉一体麦饭石多功能家用电热电煮电炒鸳鸯火锅锅,138,579人付款,6.39407E+11,1,2,2120,2268
电炒锅,美的官方旗舰店,安徽芜湖,美的电火火锅同心圆鸳鸯锅多功能家用电煮热炒不粘锅官方旗舰正品,199,92人付款,6.43993E+11,2,14,4755,5963
电炒锅,nathome旗舰店,重庆,北欧欧慕折叠锅旅行便携式电煮锅多功能一人食电火锅小型宿舍电锅,299,350人付款,6.00523E+11,8,5,3084,6719
电炒锅,馨乐生活馆,广东潮州,小锅多功能家用学生宿舍蒸煮电炒一体锅小电锅迷你电煮锅1-2人3-4,31.9,3518人付款,5.71837E+11,10,1,223,2036
电炒锅,tb337872467,广东潮州,小电锅学生宿舍神器煮面锅多功能家用小型迷你寝室电煮锅一体1人2,24.9,2259人付款,6.26046E+11,9,0,1780,7583
电炒锅,万通达厨业,山东淄博,电热大锅灶商用大功率酒店学校幼儿园食堂电炒炉灶台工地大电炒锅,1100,244人付款,5.31766E+11,12,5,4964,2784
电炒锅,小浣熊优萌专卖店,广东中山,小浣熊电煮锅宿舍学生小锅多功能家用单人1煮面2迷你小电锅电热锅,49.9,519人付款,5.36003E+11,6,9,414,493
电炒锅,志高禾一专卖店,山东潍坊,Chigo/志高定时电蒸锅电炒锅多功能电热锅家用电煮锅蒸煮炒一体锅,123,494人付款,6.08731E+11,10,11,1508,3567
电炒锅,臻纳德旗舰店,广东深圳,臻纳德电炒铁锅电锅无涂层铸铁电炒菜炒锅多功能电炒一体锅家用,288,231人付款,6.33957E+11,10,18,4969,7656
电炒锅,任豪厨房电器旗舰店,广东潮州,电煮锅多功能一体家用电火锅学生宿舍寝室煮面小电锅蒸煮炒菜炒锅,39.9,2629人付款,6.47262E+11,5,4,1489,4878
电炒锅,九阳厨房电器旗舰店,上海,九阳多功能家用小型一体锅小电锅火锅锅宿舍学生锅小电煮锅煮面锅,119,238人付款,6.30717E+11,14,17,3356,1584
电炒锅,菲尔电器专营店,山东济南,铸铁电炒锅电炒菜炒锅一体式多功能电热锅不粘锅电用炒锅家用插电,248,318人付款,6.11847E+11,13,18,4849,6574
电炒锅,苏宁易购官方旗舰店,广东中山,荣事达电炒锅家用多功能电火锅不锈钢大功率一体电热电煮锅电锅42,129,701人付款,6.51549E+11,4,14,2656,2700
电炒锅,优购直供商城,浙江杭州,苏泊尔电炒锅家用电炒菜多功能蒸煮一体宿舍学生锅电煮锅电火锅3L,139,539人付款,6.46687E+11,14,18,4173,5828
电炒锅,美的官方旗舰店,广东广州,美的学生宿舍电火锅电煮锅小功率寝室家用多功能迷你小电锅蒸102,109,388人付款,5.93062E+11,12,14,713,3458
电炒锅,爱德德驰专卖店,江苏苏州,爱德电火锅锅家用分体式多功能电火锅电热电煮锅4-6人机械宿舍锅,109,288人付款,5.33591E+11,1,18,4024,1638
电炒锅,东菱旗舰店,广东佛山,东菱电炖锅家用多功能煲炖汤隔水燕窝炖盅电煮锅玻璃养生锅小火锅,429,258人付款,6.31307E+11,11,5,3783,4547
电炒锅,应睿睿,浙江金华,加厚家用多功能电炒锅电热火锅电锅学生宿舍炒菜蒸煮饭烧烤一体锅,38.9,1698人付款,5.88502E+11,0,7,825,828
电炒锅,royaltyline旗舰店,广东佛山,瑞士罗娅小型电火锅一人食多功能分体单人电煮锅旅行便携式折叠锅,259,333人付款,6.12234E+11,4,1,677,5118
电炒锅,现代娜塔莎曼专卖店,广东广州,韩国现代电煮锅宿舍学生锅多功能家用电炒锅小型一体煮面电热火锅,99,1930人付款,6.32101E+11,2,10,1091,825
电炒锅,苏泊尔淘乐美专卖店,上海,苏泊尔电火锅锅家用多功能一体锅电热锅分体式电煮锅小型宿舍学生,209,535人付款,6.29091E+11,9,8,3638,1549
电炒锅,迈达斯电器专营店,浙江金华,电炒锅多功能电炒菜炒锅一体式电煮锅家用电炒祸麦饭石插电不粘锅,138,2175人付款,5.74762E+11,5,11,211,5015
电炒锅,懒人家居生活购物,浙江金华,电炒锅多功能家用电炒菜炒锅一体式不粘锅宿舍插电大功率爆炒电锅,108,2013人付款,6.41116E+11,13,4,3228,6764
电炒锅,长虹德闻专卖店,浙江杭州,长虹多功能电炒锅电热火锅锅家用电锅学生蒸煮宿舍饭烧烤一体锅,99,1.0万+人付款,5.79433E+11,7,9,355,4159
电炒锅,苏泊尔生活电器旗舰店,浙江杭州,苏泊尔宿舍电煮锅多功能一体锅家用寝室便携小型小功率学生电火锅,209,164人付款,6.44555E+11,4,1,2437,1475
电炒锅,惠当家山东专卖店,山东济南,多功能电热锅电炒菜蒸煮一体式电锅多用电煮锅电火锅家用电蒸锅,78,702人付款,5.64938E+11,14,12,2733,6306
电炒锅,郮村生活电器旗舰店,山东淄博,304电热锅多功能家用电炒锅炒菜炖蒸煮面两用插电一体式火火饭锅,79.9,1107人付款,6.07207E+11,11,12,4370,6173
电炒锅,前进号电器旗舰店,山东淄博,电炒锅家用多功能定时铸铁电锅煮饭蒸炖电炒菜锅一体式电用炒锅,138,783人付款,6.04461E+11,5,1,1730,1121
电炒锅,香樟树下的碎时光1,山东淄博,电炒锅多功能家用电热锅铸铁电锅两用电炒菜锅爆炒蒸煮炖煎一体式,88,754人付款,6.06053E+11,5,8,3404,7498
电炒锅,宝宝陈创煌,广东中山,电煮锅宿舍学生煮面火锅多功能家用小型迷你小电锅电热锅1人2一体,29.9,3408人付款,6.12239E+11,7,15,439,7053
电炒锅,荣事达国德专卖店,安徽合肥,荣事达电炒菜炒锅一体式多功能家用大功率铸铁爆炒电蒸煮炖锅火锅,249,291人付款,6.4419E+11,5,18,1150,4402
电炒锅,观观熊旗舰店,广东潮州,多功能迷你寝室小电锅家用小锅宿舍锅学生锅小功率小型电煮锅单人,39,2317人付款,6.4573E+11,0,15,847,2139
电炒锅,苏泊尔惠宝专卖店,浙江杭州,苏泊尔电火火锅家专用多功能炒菜热煮涮煎烧烤机一体不粘锅大容量,209,520人付款,5.39707E+11,13,13,1988,3468
电炒锅,奥克斯帅奇专卖店,浙江宁波,奥克斯电炒锅家用多功能电热锅铸铁电锅煮饭蒸炖一体式插电炒菜锅,198,292人付款,6.11E+11,13,19,2848,6844
电炒锅,srue旗舰店,浙江宁波,Srue电煮锅迷你小型单人小火锅一人食多功能家用宿舍学生煮面电锅,349,147人付款,6.30562E+11,1,7,969,7772
电炒锅,格兰仕官方旗舰店,广东中山,【薇娅推荐】格兰仕家用多功能锅电热锅炒锅煎锅电火锅CFK-12003Z,299,48人付款,6.28921E+11,6,18,341,342
电炒锅,苏泊尔惠宝专卖店,浙江杭州,苏泊尔电炒锅炒菜蒸煮炖铁锅家用多功能一体式大容量不粘电热火锅,409,208人付款,6.37629E+11,8,5,3980,4092
